Tickers,,ESG,Date,ESG rating,ESG data provider,ESG score
ROST UW Equity,,OVERALL,11/14/2023,BBB,MSCI,4.5
XOM UN Equity,,OVERALL,11/14/2023,BBB,MSCI,4.5
INVH UN Equity,,OVERALL,11/14/2023,BBB,MSCI,4.4
KKR UN Equity,,OVERALL,11/14/2023,BBB,MSCI,4.4
MAA UN Equity,,OVERALL,11/14/2023,BBB,MSCI,4.4
ROL UN Equity,,OVERALL,11/14/2023,BBB,MSCI,4.4
AJG UN Equity,,OVERALL,11/14/2023,BBB,MSCI,4.3
EFX UN Equity,,OVERALL,11/14/2023,BBB,MSCI,4.3
PCG UN Equity,,OVERALL,11/14/2023,BB,MSCI,4.24
EQR UN Equity,,OVERALL,11/14/2023,BB,MSCI,4.2
EXE UW Equity,,OVERALL,11/14/2023,BB,MSCI,4.2
EXR UN Equity,,OVERALL,11/14/2023,BB,MSCI,4.2
TPL UN Equity,,OVERALL,11/14/2023,BB,MSCI,4.2
UDR UN Equity,,OVERALL,11/14/2023,BB,MSCI,4.2
VST UN Equity,,OVERALL,11/14/2023,BB,MSCI,4.2
CSGP UW Equity,,OVERALL,11/14/2023,BB,MSCI,4.1
ORLY UW Equity,,OVERALL,11/14/2023,BB,MSCI,4
IBKR UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.9
MNST UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.9
NWS UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.8
NWSA UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.8
ESS UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.7
L UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.7
ABNB UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.6
BX UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.6
LYV UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.6
LEN UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.5
O UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.5
CPAY UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.4
XYZ UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.4
CINF UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.3
NFLX UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.3
WRB UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.3
BRK/B UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.2
RCL UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.2
UAL UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.2
APP UW Equity,,OVERALL,11/14/2023,BB,MSCI,3.1
F UN Equity,,OVERALL,11/14/2023,BB,MSCI,3.1
TMUS UW Equity,,OVERALL,11/14/2023,BB,MSCI,3
COIN UW Equity,,OVERALL,11/14/2023,BB,MSCI,2.9
TDG UN Equity,,OVERALL,11/14/2023,BB,MSCI,2.9
WFC UN Equity,,OVERALL,11/14/2023,BB,MSCI,2.9
NRG UN Equity,,OVERALL,11/14/2023,B,MSCI,2.8
CCL UN Equity,,OVERALL,11/14/2023,B,MSCI,2.6
SMCI UW Equity,,OVERALL,11/14/2023,B,MSCI,2.6
PLTR UW Equity,,OVERALL,11/14/2023,B,MSCI,2.4
TTD UQ Equity,,OVERALL,11/14/2023,B,MSCI,2.4
ERIE UW Equity,,OVERALL,11/14/2023,B,MSCI,1.7
EXPE UW Equity,,OVERALL,11/14/2023,B,MSCI,1.5
META UW Equity,,OVERALL,11/14/2023,CCC,MSCI,1.1
UHS UN Equity,,OVERALL,11/14/2023,CCC,MSCI,0.7
AES UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
AIZ UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
ALB UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
AOS UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
APA UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
APTV UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
BEN UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
BLK UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
CAG UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
CPB UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
CRL UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
DAY UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
EPAM UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
FRT UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
GEHC UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
GEV UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
GL UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
GNRC UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
HAS UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
HII UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
HSIC UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
HST UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
IPG UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
IVZ UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
LH UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
LKQ UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
LUV UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
LW UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
MGM UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
MHK UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
MOS UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
MRNA UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
MSCI UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
MTCH UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
NCLH UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
PNW UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
PSA UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
PSKY UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
Q UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
RL UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
SOLS UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
SOLV UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
SW UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
SWK UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
SWKS UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
TECH UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
TEL UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
TKO UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
VLTO UN Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
VTRS UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
WYNN UW Equity,,OVERALL,11/14/2023,#N/A,MSCI,#N/A
