Tickers,,ESG,Date,ESG rating,ESG data provider,ESG score
TSLA UW Equity,,OVERALL,11/14/2024,BBB,MSCI,4.7
GOOG UW Equity,,OVERALL,11/14/2024,BBB,MSCI,4.6
GOOGL UW Equity,,OVERALL,11/14/2024,BBB,MSCI,4.6
ROST UW Equity,,OVERALL,11/14/2024,BBB,MSCI,4.6
CEG UW Equity,,OVERALL,11/14/2024,BBB,MSCI,4.5
DASH UW Equity,,OVERALL,11/14/2024,BBB,MSCI,4.5
DPZ UW Equity,,OVERALL,11/14/2024,BBB,MSCI,4.5
PM UN Equity,,OVERALL,11/14/2024,BBB,MSCI,4.5
T UN Equity,,OVERALL,11/14/2024,BBB,MSCI,4.5
INVH UN Equity,,OVERALL,11/14/2024,BBB,MSCI,4.4
SPG UN Equity,,OVERALL,11/14/2024,BBB,MSCI,4.4
CHTR UW Equity,,OVERALL,11/14/2024,BBB,MSCI,4.3
CTRA UN Equity,,OVERALL,11/14/2024,BBB,MSCI,4.3
PCG UN Equity,,OVERALL,11/14/2024,BBB,MSCI,4.3
XOM UN Equity,,OVERALL,11/14/2024,BBB,MSCI,4.3
COIN UW Equity,,OVERALL,11/14/2024,BB,MSCI,4.2
CPT UN Equity,,OVERALL,11/14/2024,BB,MSCI,4.2
EXR UN Equity,,OVERALL,11/14/2024,BB,MSCI,4.2
LEN UN Equity,,OVERALL,11/14/2024,BB,MSCI,4.2
MAA UN Equity,,OVERALL,11/14/2024,BB,MSCI,4.2
VST UN Equity,,OVERALL,11/14/2024,BB,MSCI,4.2
IBKR UW Equity,,OVERALL,11/14/2024,BB,MSCI,4.1
WRB UN Equity,,OVERALL,11/14/2024,BB,MSCI,4.1
EXE UW Equity,,OVERALL,11/14/2024,BB,MSCI,4
MDT UN Equity,,OVERALL,11/14/2024,BB,MSCI,4
NFLX UW Equity,,OVERALL,11/14/2024,BB,MSCI,4
NKE UN Equity,,OVERALL,11/14/2024,BB,MSCI,4
TTD UQ Equity,,OVERALL,11/14/2024,BB,MSCI,4
ABNB UW Equity,,OVERALL,11/14/2024,BB,MSCI,3.8
BRK/B UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.8
BSX UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.8
CPAY UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.8
L UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.8
TMO UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.8
TMUS UW Equity,,OVERALL,11/14/2024,BB,MSCI,3.8
UDR UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.7
NRG UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.6
XYZ UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.6
EXPE UW Equity,,OVERALL,11/14/2024,BB,MSCI,3.5
TDG UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.5
BX UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.3
ESS UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.3
MNST UW Equity,,OVERALL,11/14/2024,BB,MSCI,3.3
O UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.3
APP UW Equity,,OVERALL,11/14/2024,BB,MSCI,3.2
BA UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.2
PKG UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.2
WFC UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.2
F UN Equity,,OVERALL,11/14/2024,BB,MSCI,3.1
ABT UN Equity,,OVERALL,11/14/2024,BB,MSCI,3
CCL UN Equity,,OVERALL,11/14/2024,BB,MSCI,3
PLTR UW Equity,,OVERALL,11/14/2024,B,MSCI,2.7
SMCI UW Equity,,OVERALL,11/14/2024,B,MSCI,2.3
META UW Equity,,OVERALL,11/14/2024,B,MSCI,2.2
ERIE UW Equity,,OVERALL,11/14/2024,B,MSCI,2.1
UHS UN Equity,,OVERALL,11/14/2024,CCC,MSCI,0
AES UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
AIZ UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
ALB UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
AOS UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
APA UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
APTV UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
BEN UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
CAG UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
CPB UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
CRL UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
DAY UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
EPAM UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
FRT UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
GEHC UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
GL UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
GNRC UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
HAS UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
HII UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
HSIC UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
HST UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
IPG UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
IVZ UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
LKQ UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
LUV UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
LW UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
MGM UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
MHK UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
MOS UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
MRNA UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
MSCI UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
MTCH UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
NCLH UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
PNW UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
PSA UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
PSKY UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
Q UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
RL UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
SOLS UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
SOLV UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
SWK UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
SWKS UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
TECH UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
TKO UN Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
VTRS UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
WYNN UW Equity,,OVERALL,11/14/2024,#N/A,MSCI,#N/A
